PARTY,ELECTORATE,SURNAME,FIRST NAME(S), TOTAL DONATIONS , TOTAL EXPENSES ,2020 Donor Return Part A Name and Steet Address,Date received,Contributions,Amount,Title,Name,Company/Org,Address,Other detail,Money or Goods and Services,Part B Contribution Name and Address,Date received,Donor Part A,Amount,Name,Company/Org,Address,Other detail,Money or Goods and Services,Notes
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/18/2020,NO, $838.80 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/18/2020,NO," $1,380.00 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/18/2020,NO, $934.88 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/18/2020,NO, $874.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/18/2020,NO, $224.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/19/2020,NO, $123.49 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/19/2020,NO," $5,392.35 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/13/2020,NO," $1,707.75 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/14/2020,NO, $678.50 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/14/2020,NO," $1,750.88 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/20/2020,NO," $1,046.50 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/20/2020,NO, $224.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/20/2020,NO, $203.69 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/22/2020,NO, $220.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/22/2020,NO, $350.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/31/2020,NO, $690.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",7/31/2020,NO, $141.42 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/20/2020,NO," $6,820.65 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/20/2020,NO, $240.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/20/2020,NO, $224.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/20/2020,NO," $1,339.75 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/20/2020,NO, $700.35 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/20/2020,NO, $362.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/24/2020,NO, $132.02 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/24/2020,NO, $230.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/4/2020,NO," $1,173.00 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/4/2020,NO, $373.75 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/19/2020,NO, $224.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO, $835.82 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/19/2020,NO," $1,776.12 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO, $165.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO," $2,024.00 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO, $224.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",8/25/2020,NO," $1,379.98 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO, $431.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO, $424.79 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/18/2020,NO," $1,811.25 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",9/25/2020,NO, $414.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/2/2020,NO, $690.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/2/2020,NO, $316.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/9/2020,NO, $373.66 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/9/2020,NO, $126.50 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/20/2020,NO, $30.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/20/2020,NO, $45.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/20/2020,NO, $224.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/20/2020,NO, $506.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/20/2020,NO, $293.25 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/20/2020,NO," $1,339.75 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/23/2020,NO," $3,876.85 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",11/11/2020,NO, $397.90 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",10/12/2020,NO, $575.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",11/20/2020,NO, $641.47 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",11/20/2020,NO, $255.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",11/6/2020,NO, $474.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",11/6/2020,NO, $126.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",11/26/2020,NO, $143.75 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",3/30/2020,NO, $261.63 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",3/30/2020,NO, $437.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/19/2020,NO," $3,795.00 ",,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",6/10/2020,NO, $172.50 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",5/15/2020,NO, $230.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",5/15/2020,NO, $39.00 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,North Shore,WATTS,Simon,,,"NZ National Party, 41 Pipitea Street, Wellington",5/15/2020,NO, $19.55 ,,,NZ National Party,"41 Pipitea Street, Wellington",,Money,,,,,,,,,,
National Party,Tukituki,YULE,Lawrence," $64,242.50 "," $25,073.26 ",,,,,,,,,,,,,,,,,,,,
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",3/2/2020,NO," $10,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/26/2020,NO," $10,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/13/2020,NO," $5,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/13/2020,NO," $5,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/22/2020,NO," $5,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/25/2020,NO," $5,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/28/2020,NO," $14,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",5/29/2020,NO," $2,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",6/11/2020,NO," $5,000.00 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Tukituki,YULE,Lawrence,,,"NZ National Party, Tukituki Elect, 41 Pipitea St, Wgtn",7/15/2020,NO," $3,242.50 ",,,"NZ National Party, Tukituki Elect","41 Pipitea St, Wgtn",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher," $73,050.43 "," $18,648.75 ",,,,,,,,,,,,,,,,,,,,
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",11/15/2019,NO," $2,271.98 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",12/15/2019,NO," $7,337.67 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",2/15/2020,NO," $2,525.97 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",3/15/2020,NO," $10,192.45 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",4/15/2020,NO," $1,725.00 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",5/15/2020,NO," $4,654.12 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",6/15/2020,NO," $25,754.49 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",7/15/2020,NO," $6,048.88 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",8/15/2020,NO," $1,638.75 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",9/15/2020,NO," $7,900.53 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Botany,LUXON,Christopher,,,"NZ National Party Botany Electorate, 41 Pipitea St, Wellington",10/15/2020,NO," $3,000.59 ",,,NZ National Party Botany Electorate,"41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Tukituki,LORCK,Anna," $77,000.00 "," $26,756.66 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Tukituki,LORCK,Anna,,,"Tukituki LEC Sally Russell, 35 Breadalbane Rd, Havelock North","25/5/20, 28/09/20, 30/11/20, 25/11/20",NO," $75,000.00 ",,Sally Russell,Tukituki LEC ,"35 Breadalbane Rd, Havelock North",,Money,,,,,,,,,,
Labour Party,Tukituki,LORCK,Anna,,,"Tukituki LEC Sally Russell, 35 Breadalbane Rd, Havelock North",12/30/2020,NO," $2,000.00 ",,Sally Russell,Tukituki LEC,"35 Breadalbane Rd, Havelock North",,Money,,,,,,,,,,
National Party,Upper Harbour,BEZZANT,Jake," $77,228.87 "," $25,302.72 ",,,,,,,,,,,,,,,,,,,,
National Party,Upper Harbour,BEZZANT,Jake,,,"NZ National Party, Upper Harbour Electorate, 41 Pipitea St, Wgtn",220/12/19-10/11/20,NO," $59,639.21 ",,,"NZ National Party, Upper Harbour Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Upper Harbour,BEZZANT,Jake,,,"Shaws Wire- Jonny Schick, 75 Victoria Road, Cambridge ",7/20/2020,NO," $16,981.60 ",,Jonny Schick,Shaws Wire,"75 Victoria Road, Cambridge",,Money,,,,,,,,,,
National Party,Upper Harbour,BEZZANT,Jake,,,"NZ National Party, 41 Pipitea St, Wellington",9/30/2020,NO, $608.06 ,,,NZ National Party,"41 Pipitea St, Wellington",,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey," $87,099.00 "," $12,017.06 ",,,,,,,,,,,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Paul Norris, 1344 Sandgate Road, Nundah, Queensland 4012, Australia","1/2/18, 8/8/19, 8/8/19, 10/9/20",NO,"$25,000.00 ",,Paul Norris ,,"1344 Sandgate Road, Nundah, Queensland 4012, Australia",,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"New Zealand First Party, 251E Rawhiti road, RD4, Hikurangi, Auckland ","3/7/20, 3/7/20 ",NO,"$12,700.00 ",,,New Zealand First Party ,"251E Rawhiti road, RD4, Hikurangi, Auckland ",,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Hawke eye Limited, 136 spey Street Invercargill ","11/12/19, 11/12/19 ",NO,"$6,900.00 ",,,Hawke eye Limited ,136 spey Street Invercargill ,,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Aimex Group, 217 Bridge Street, Nelson ",7/30/2019,NO,"$5,000.00 ",,,Aimex Group ,"217 Bridge Street, Nelson ",,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Darren Turner, 13 Chilcott Road, Whananaki ",7/16/2019,NO,"$5,000.00 ",,Darren Turner ,,"13 Chilcott Road, Whananaki ",,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Mt Pokaka Timber Pro Limited, 1213 Bulls Road Kerikeri ",7/15/2019,NO,"$5,000.00 ",,,Mt Pokaka Timber Pro Limited,1213 Bulls Road Kerikeri ,,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Westfleet seafoods limited, 84 Gresson Street, Greymouth ",7/29/2019,NO,"$5,000.00 ",,,Westfleet seafoods limited,"84 Gresson Street, Greymouth ",,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"Peter Talley Palijancich, 196 Chamberlands Street Motuaka ","12/11/19, 15/11/19, 20/5/19 ",NO,"$4,499.00 ",,Peter Talley Palijancich,,196 Chamberlands Street Motuaka ,,Money,,,,,,,,,,
New Zealand First Party,Northland,JONES,Shane Geoffrey,,,"The Duke of Marlborough, 35 The Strand, Russell ",11/12/2019,NO,"$4,000.00 ",,,The Duke of Marlborough,"35 The Strand, Russell ",,Money,,,,,,,,,,
